Document,Section Header,Section Text,Page Number
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",The Voting Agreement,UNDEFINED,12
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",QUESTIONS AND ANSWERS,UNDEFINED,13
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",FORWARD-LOOKING STATEMENTS,UNDEFINED,20
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",THE SPECIAL MEETING,UNDEFINED,22
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf","Date, Time and Place",UNDEFINED,22
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Purpose of the Special Meeting,UNDEFINED,22
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Record Date; Shares Entitled to Vote; Quorum,UNDEFINED,22
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Vote Required; Abstentions and Broker Non-Votes,UNDEFINED,22
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Stock Ownership and Interests of Certain Persons,UNDEFINED,23
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Voting of Proxies,UNDEFINED,24
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Revocability of Proxies,UNDEFINED,24
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Board of Directors’ Recommendation,UNDEFINED,25
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Solicitation of Proxies,UNDEFINED,25
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Anticipated Date of Completion of the Merger,UNDEFINED,25
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Appraisal Rights,UNDEFINED,25
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Delisting and Deregistration of Cloudera Common Stock,UNDEFINED,26
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Other Matters,UNDEFINED,26
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Householding of Special Meeting Materials,UNDEFINED,26
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Questions and Additional Information,UNDEFINED,27
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",THE MERGER,UNDEFINED,28
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Parties Involved in the Merger,UNDEFINED,28
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Effect of the Merger,UNDEFINED,29
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Effect on Cloudera If the Merger Is Not Completed,UNDEFINED,29
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Merger Consideration,UNDEFINED,30
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Background of the Merger,UNDEFINED,31
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Recommendation of the Board of Directors and Reasons for the Merger,UNDEFINED,38
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Opinion of Morgan Stanley & Co. LLC.,UNDEFINED,42
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Management Projections,UNDEFINED,51
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Interests of Executive Officers and Directors of Cloudera in the Merger,UNDEFINED,54
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Financing of the Merger,UNDEFINED,59
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Closing and Effective Time,UNDEFINED,61
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Appraisal Rights,UNDEFINED,61
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Accounting Treatment,UNDEFINED,67
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Material U.S. Federal Income Tax Consequences of the Merger,UNDEFINED,67
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Regulatory Approvals Required for the Merger,UNDEFINED,71
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",PROPOSAL 1: ADOPTION OF THE MERGER AGREEMENT,UNDEFINED,72
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Effects of the Merger; Directors and Officers; Certificate of Incorporation; Bylaws,UNDEFINED,72
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Closing and Effective Time,UNDEFINED,73
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Merger Consideration,UNDEFINED,73
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Exchange and Payment Procedures,UNDEFINED,74
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Representations and Warranties,UNDEFINED,74
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Conduct of Business Pending the Merger,UNDEFINED,78
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",The “Go Shop” Period—Solicitation of Other Offers,UNDEFINED,80
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",The “No Shop” Period—No Solicitation of Other Offers,UNDEFINED,82
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",The Board of Directors’ Recommendation; Company Board Recommendation Change,UNDEFINED,83
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Employee Benefits,UNDEFINED,86
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Efforts to Close the Merger,UNDEFINED,87
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Cooperation with Debt Financing,UNDEFINED,87
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Treatment of Certain Indebtedness,UNDEFINED,89
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Indemnification and Insurance,UNDEFINED,89
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Other Covenants,UNDEFINED,90
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Conditions to the Closing of the Merger,UNDEFINED,90
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Termination of the Merger Agreement,UNDEFINED,91
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Termination Fee,UNDEFINED,92
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Specific Performance,UNDEFINED,93
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Limitations of Liability,UNDEFINED,94
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Fees and Expenses,UNDEFINED,94
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Amendment,UNDEFINED,95
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",Governing Law,UNDEFINED,95
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",The Voting Agreement,UNDEFINED,95
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",PROPOSAL 2: THE CLOUDERA COMPENSATION PROPOSAL,UNDEFINED,96
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",PROPOSAL 3: ADJOURNMENT OF THE SPECIAL MEETING,UNDEFINED,97
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",SECURITY OWNERSHIP OF CERTAIN BENEFICIAL OWNERS AND MANAGEMENT,UNDEFINED,98
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",FUTURE STOCKHOLDER PROPOSALS,UNDEFINED,101
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",WHERE YOU CAN FIND MORE INFORMATION,UNDEFINED,102
"Cloudera, Inc._20210719_DEFM14A_19410828_4260317.Pdf",MISCELLANEOUS,UNDEFINED,104
