Document,Section Header,Section Text,Page Number
NUVASIVE INC_20230328_DEFM14A_20755850_4630097.Pdf,INTERESTS OF NUVASIVE DIRECTORS AND EXECUTIVE OFFICERS IN THE MERGER,UNDEFINED,154
NUVASIVE INC_20230328_DEFM14A_20755850_4630097.Pdf,MATERIAL U.S. FEDERAL INCOME TAX CONSEQUENCES OF THE MERGER,UNDEFINED,160
NUVASIVE INC_20230328_DEFM14A_20755850_4630097.Pdf,COMPARISON OF STOCKHOLDERS’ RIGHTS,UNDEFINED,163
NUVASIVE INC_20230328_DEFM14A_20755850_4630097.Pdf,NO APPRAISAL RIGHTS,UNDEFINED,169
NUVASIVE INC_20230328_DEFM14A_20755850_4630097.Pdf,LEGAL MATTERS,UNDEFINED,170
NUVASIVE INC_20230328_DEFM14A_20755850_4630097.Pdf,EXPERTS,UNDEFINED,171
NUVASIVE INC_20230328_DEFM14A_20755850_4630097.Pdf,CERTAIN BENEFICIAL OWNERS OF GLOBUS COMMON STOCK,UNDEFINED,172
NUVASIVE INC_20230328_DEFM14A_20755850_4630097.Pdf,CERTAIN BENEFICIAL OWNERS OF NUVASIVE COMMON STOCK,UNDEFINED,174
NUVASIVE INC_20230328_DEFM14A_20755850_4630097.Pdf,STOCKHOLDER PROPOSALS,UNDEFINED,176
NUVASIVE INC_20230328_DEFM14A_20755850_4630097.Pdf,HOUSEHOLDING OF PROXY MATERIALS,UNDEFINED,178
NUVASIVE INC_20230328_DEFM14A_20755850_4630097.Pdf,WHERE YOU CAN FIND MORE INFORMATION,UNDEFINED,179
NUVASIVE INC_20230328_DEFM14A_20755850_4630097.Pdf,Annex A – Merger Agreement,UNDEFINED,A-1
NUVASIVE INC_20230328_DEFM14A_20755850_4630097.Pdf,Annex B – Voting Agreement,UNDEFINED,B-1
NUVASIVE INC_20230328_DEFM14A_20755850_4630097.Pdf,Annex C – Opinion of Goldman Sachs & Co. LLC,UNDEFINED,C-1
NUVASIVE INC_20230328_DEFM14A_20755850_4630097.Pdf,"Annex D – Opinion of BofA Securities, Inc.",UNDEFINED,D-1
