Document,Section Header,Section Text,Page Number
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Effects on the Company if the Merger Is Not Completed,UNDEFINED,57
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Financing of the Merger,UNDEFINED,58
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Limited Guaranty,UNDEFINED,59
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Interests of the Company’s Directors and Executive Officers in the Merger,UNDEFINED,59
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Accounting Treatment,UNDEFINED,66
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Material U.S. Federal Income Tax Considerations,UNDEFINED,66
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,U.S. Holders,UNDEFINED,67
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Non-U.S. Holders,UNDEFINED,68
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Regulatory Approvals Required for the Merger,UNDEFINED,69
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Litigation Relating to the Merger,UNDEFINED,70
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Delisting and Deregistration of Ping Identity Common Stock,UNDEFINED,70
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,THE MERGER AGREEMENT,UNDEFINED,71
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,The Merger,UNDEFINED,71
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Closing and Effective Time of the Merger,UNDEFINED,71
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Certificate of Incorporation and By-laws; Directors and Officers,UNDEFINED,72
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Consideration to be Received in the Merger,UNDEFINED,72
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Treatment of Equity-Based Awards and the ESPP in the Merger,UNDEFINED,72
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Procedure for Receiving Merger Consideration,UNDEFINED,73
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Representations and Warranties,UNDEFINED,74
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Covenants Regarding Conduct of Business by the Company Until the Effective Time,UNDEFINED,77
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,No-Shop; Ping Identity Board Recommendation Change,UNDEFINED,80
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Reasonable Best Efforts; Antitrust Filings,UNDEFINED,83
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Proxy Statement; Ping Identity Stockholders Meeting,UNDEFINED,85
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Financing Efforts,UNDEFINED,86
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Indemnification of Directors and Officers and Insurance,UNDEFINED,88
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Employee Benefits Matters,UNDEFINED,90
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Other Agreements,UNDEFINED,91
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Conditions of the Merger,UNDEFINED,91
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Termination,UNDEFINED,92
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Effect of Termination,UNDEFINED,93
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Termination Fees and Expenses,UNDEFINED,94
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Specific Performance,UNDEFINED,94
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Amendments and Waivers,UNDEFINED,95
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Governing Law,UNDEFINED,95
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,VOTING AGREEMENT,UNDEFINED,96
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Voting Provisions,UNDEFINED,96
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Restrictions on Transfer,UNDEFINED,96
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Waiver of Appraisal Rights and Certain Other Actions; Termination,UNDEFINED,96
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,SECURITY OWNERSHIP OF CERTAIN BENEFICIAL OWNERS AND MANAGEMENT,UNDEFINED,97
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,APPRAISAL RIGHTS,UNDEFINED,99
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,General,UNDEFINED,99
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,How to Exercise and Perfect Your Appraisal Rights,UNDEFINED,100
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Who May Exercise Appraisal Rights,UNDEFINED,100
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Surviving Corporation’s Actions After Completion of the Merger,UNDEFINED,101
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,HOUSEHOLDING,UNDEFINED,105
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,FUTURE STOCKHOLDER PROPOSALS,UNDEFINED,105
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,WHERE YOU CAN FIND ADDITIONAL INFORMATION,UNDEFINED,106
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Annex A Merger Agreement,UNDEFINED,A-1
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Annex B Opinion of Goldman Sachs & Co. LLC,UNDEFINED,B-1
Ping Identity Holding Corp._20220916_DEFM14A_20342713_4518798.Pdf,Annex C Voting Agreement,UNDEFINED,C-1
