Document,Section Header,Section Text,Page Number
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",The Migration,UNDEFINED,7
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Financing of the Merger,UNDEFINED,8
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf","Conditions to the Contribution, Migration Filings and Merger",UNDEFINED,8
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Interests of the Company’s Directors and Executive Officers in the Merger,UNDEFINED,10
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Anticipated Date of Completion of the Merger,UNDEFINED,10
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Recommendation of the Board and Reasons for the Merger,UNDEFINED,10
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Opinion of Centerview Partners LLC,UNDEFINED,11
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Alternative Proposals; Change in Recommendation; Intervening Events,UNDEFINED,11
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Alternative Proposals,UNDEFINED,11
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Change in Recommendation; Intervening Events,UNDEFINED,12
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Termination of the Merger Agreement,UNDEFINED,13
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Termination Fees and Treatment of Expenses,UNDEFINED,14
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Appraisal Rights,UNDEFINED,15
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Material U.S. Federal Income Tax Consequences of the Merger,UNDEFINED,16
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Specific Performance,UNDEFINED,16
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Market Price of the Company’s Common Stock,UNDEFINED,16
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Litigation Relating to the Merger,UNDEFINED,16
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Delisting and Deregistration of CAI Common Stock and Preferred Stock,UNDEFINED,17
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Where You Can Find More Information,UNDEFINED,17
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",QUESTIONS AND ANSWERS,UNDEFINED,18
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",CAUTIONARY NOTE REGARDING FORWARD-LOOKING STATEMENTS,UNDEFINED,28
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",THE SPECIAL MEETING,UNDEFINED,29
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf","Date, Time and Place of the Special Meeting",UNDEFINED,29
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Purpose of the Special Meeting,UNDEFINED,29
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Record Date; Shares Entitled to Vote; Quorum,UNDEFINED,29
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Vote Required; Abstentions and Broker Non-Votes,UNDEFINED,30
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Shares Held by the Company’s Directors and Executive Officers,UNDEFINED,30
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Voting of Proxies,UNDEFINED,30
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Attendance and Voting at the Special Meeting,UNDEFINED,30
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Submitting a Proxy or Providing Voting Instructions,UNDEFINED,31
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Revocability of Proxies,UNDEFINED,32
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Tabulation of Votes,UNDEFINED,32
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Recommendation of the Board,UNDEFINED,32
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Adjournments and Postponements,UNDEFINED,32
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Solicitation of Proxies,UNDEFINED,33
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Appraisal Rights,UNDEFINED,33
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Other Matters,UNDEFINED,34
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Questions and Additional Information,UNDEFINED,34
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",PROPOSAL 1: ADOPTION OF THE MERGER AGREEMENT,UNDEFINED,35
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",THE MERGER,UNDEFINED,36
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Parties Involved in the Merger,UNDEFINED,36
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf","CAI International, Inc.",UNDEFINED,36
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Mitsubishi HC Capital Inc.,UNDEFINED,36
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Cattleya Acquisition Corp.,UNDEFINED,36
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Effect of the Merger,UNDEFINED,36
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Effect on the Company if the Merger is Not Completed,UNDEFINED,37
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Merger Consideration,UNDEFINED,37
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf","Treatment of Options, RSUs, PRSUs, RSA and the ESPP",UNDEFINED,38
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Options,UNDEFINED,38
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",RSUs and PRSUs,UNDEFINED,38
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",RSAs,UNDEFINED,38
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",The ESPP,UNDEFINED,38
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Background of the Merger,UNDEFINED,39
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Recommendation of the Board and Reasons for the Merger,UNDEFINED,54
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Recommendation of the Board,UNDEFINED,54
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Reasons for the Merger,UNDEFINED,54
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Opinion of Centerview Partners LLC,UNDEFINED,59
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Management Projections,UNDEFINED,63
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Summary of Projections,UNDEFINED,66
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Financing of the Merger,UNDEFINED,66
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Interests of the Company’s Directors and Executive Officers in the Merger,UNDEFINED,66
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf","Treatment of Options, RSUs, PRSUs and RSAs",UNDEFINED,66
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Employment Agreements and Service Agreement,UNDEFINED,68
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Employment Arrangements with Parent,UNDEFINED,69
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Named Executive Officer Golden Parachute Compensation,UNDEFINED,70
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Insurance and Indemnification of Directors and Executive Officers,UNDEFINED,72
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Closing and Effective Time of the Merger,UNDEFINED,72
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Anticipated Date of Completion of the Merger,UNDEFINED,73
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Other Matters,UNDEFINED,73
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Delisting and Deregistration of CAI Common Stock and Preferred Stock,UNDEFINED,73
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Appraisal Rights,UNDEFINED,73
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",General,UNDEFINED,73
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",How to Exercise and Perfect Your Appraisal Rights,UNDEFINED,74
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Filing a Written Demand,UNDEFINED,74
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Material U.S. Federal Income Tax Consequences of the Merger,UNDEFINED,78
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Consequences to U.S. Holders,UNDEFINED,79
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Consequences to Non-U.S. Holders,UNDEFINED,80
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Information Reporting and Backup Withholding,UNDEFINED,81
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Additional Withholding Considerations,UNDEFINED,81
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Governmental and Regulatory Approvals,UNDEFINED,81
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",The Migration,UNDEFINED,82
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",THE MERGER AGREEMENT,UNDEFINED,84
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Explanatory Note Regarding the Merger Agreement,UNDEFINED,84
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Form and Effects of the Merger; Certificate of Incorporation and By-laws; Directors and Officers,UNDEFINED,85
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Closing and Effective Time of the Merger,UNDEFINED,85
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Merger Consideration,UNDEFINED,85
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Effect of the Merger on the Company’s Common Stock,UNDEFINED,85
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Treatment of Series A Preferred Stock,UNDEFINED,86
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf","Treatment of Options, RSUs, PRSUs, RSAs and the ESPP",UNDEFINED,86
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Exchange and Payment Procedures,UNDEFINED,87
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Representations and Warranties,UNDEFINED,88
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Material Adverse Effect Definitions,UNDEFINED,90
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Conduct of Business Pending the Merger,UNDEFINED,91
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Proxy Statement and Special Meeting,UNDEFINED,94
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Alternative Proposals; Change in Recommendation; Intervening Events,UNDEFINED,94
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Alternative Proposals,UNDEFINED,94
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Change in Recommendation; Intervening Events,UNDEFINED,96
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Filings and Efforts to Consummate the Merger,UNDEFINED,98
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Employee Matters,UNDEFINED,99
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Director and Officer Indemnification,UNDEFINED,100
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Directors’ and Officers’ Insurance,UNDEFINED,100
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Access and Reports,UNDEFINED,100
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Financing Cooperation,UNDEFINED,101
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",The Migration,UNDEFINED,101
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Other Covenants,UNDEFINED,102
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf","Conditions to the Contribution, Migration Filings and Merger",UNDEFINED,102
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Conditions to Each Party’s Obligation to Commence the Contribution and Migration Filings,UNDEFINED,103
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Conditions to Obligations of Parent and Merger Sub to Commence the Contribution and Migration Filings,UNDEFINED,103
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Conditions to Company’s Obligation to Commence the Contribution and Migration Filing,UNDEFINED,104
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Conditions to Each Party’s Obligation to Effect the Merger,UNDEFINED,104
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Conditions to Obligations of Parent and Merger Sub to Effect the Merger,UNDEFINED,104
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Conditions to Company’s Obligation to Effect the Merger,UNDEFINED,105
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Termination of the Merger Agreement,UNDEFINED,106
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Termination Fees and Treatment of Expenses,UNDEFINED,107
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Amendment; Extension; Waiver,UNDEFINED,108
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Governing Law,UNDEFINED,108
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Specific Performance,UNDEFINED,108
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",PROPOSAL 2: ADJOURNMENT OF THE SPECIAL MEETING,UNDEFINED,109
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",PROPOSAL 3: ADVISORY VOTE ON MERGER-RELATED NAMED EXECUTIVE OFFICER COMPENSATION,UNDEFINED,110
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",MARKET PRICE OF THE COMPANY’S COMMON STOCK,UNDEFINED,111
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Market Price,UNDEFINED,111
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Dividends,UNDEFINED,111
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",SECURITY OWNERSHIP OF CERTAIN BENEFICIAL OWNERS AND MANAGEMENT,UNDEFINED,112
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",OTHER MATTERS FOR ACTION AT THE SPECIAL MEETING,UNDEFINED,114
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",FUTURE STOCKHOLDER PROPOSALS,UNDEFINED,115
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",HOUSEHOLDING,UNDEFINED,116
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",WHERE YOU CAN FIND MORE INFORMATION,UNDEFINED,117
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",MISCELLANEOUS,UNDEFINED,118
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Annex A - Agreement and Plan of Merger,UNDEFINED,A-1
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Annex B - Opinion of Centerview Partners LLC,UNDEFINED,B-1
"CAI International, Inc._20210804_DEFM14A_19444962_4270736.Pdf",Annex C - Section 262 of the General Corporation Law of the State of Delaware,UNDEFINED,C-1
