Document,Section Header,Section Text,Page Number
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Questions and Additional Information,UNDEFINED,20
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",THE MERGER,UNDEFINED,21
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Parties Involved in the Merger,UNDEFINED,21
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Effect of the Merger,UNDEFINED,21
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Effect on Intersect ENT if the Merger is Not Completed,UNDEFINED,21
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Merger Consideration,UNDEFINED,22
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Background of the Merger,UNDEFINED,22
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Recommendation of the Intersect ENT Board and Reasons for the Merger,UNDEFINED,27
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Opinion of Goldman Sachs & Co. LLC,UNDEFINED,30
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Management Projections,UNDEFINED,35
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Interests of Intersect ENT’s Directors and Executive Officers in the Merger,UNDEFINED,37
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Equity Interests of Intersect ENT’s Executive Officers and Non-employee Directors,UNDEFINED,42
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Closing and Effective Time,UNDEFINED,43
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Appraisal Rights,UNDEFINED,43
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Accounting Treatment,UNDEFINED,48
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Material U.S. Federal Income Tax Consequences of the Merger,UNDEFINED,48
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Regulatory Matters,UNDEFINED,50
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",PROPOSAL 1: ADOPTION OF THE MERGER AGREEMENT,UNDEFINED,52
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Effects of the Merger; Directors and Officers; Certificate of Incorporation; Bylaws,UNDEFINED,52
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Closing and Effective Time,UNDEFINED,52
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Merger Consideration,UNDEFINED,53
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Exchange and Payment Procedures,UNDEFINED,54
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Representations and Warranties,UNDEFINED,54
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Conduct of Business Pending the Merger,UNDEFINED,55
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Alternative Acquisition Proposals,UNDEFINED,57
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Employee Benefits,UNDEFINED,60
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Efforts to Close the Merger,UNDEFINED,61
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Indemnification and Insurance,UNDEFINED,61
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Antitrust Actions,UNDEFINED,61
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",The Deerfield Facility,UNDEFINED,62
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Unsecured Subordinated Loan Facility,UNDEFINED,62
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Other Covenants,UNDEFINED,62
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Conditions to the Closing of the Merger,UNDEFINED,63
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Termination of the Merger Agreement,UNDEFINED,64
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Effect of Termination,UNDEFINED,65
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Fees and Expenses; Termination Fee,UNDEFINED,65
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Specific Performance,UNDEFINED,66
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Amendment,UNDEFINED,66
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Governing Law,UNDEFINED,66
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",The Merger Agreement is governed by Delaware law.,UNDEFINED,66
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",PROPOSAL 2: THE INTERSECT ENT COMPENSATION PROPOSAL,UNDEFINED,67
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Vote Required and Intersect ENT Board Recommendation,UNDEFINED,67
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",PROPOSAL 3: ADJOURNMENT OF THE SPECIAL MEETING,UNDEFINED,68
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",MARKET PRICES AND DIVIDEND DATA,UNDEFINED,69
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",SECURITY OWNERSHIP OF CERTAIN BENEFICIAL OWNERS AND MANAGEMENT,UNDEFINED,70
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",OTHER MATTERS,UNDEFINED,72
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Other Matters,UNDEFINED,72
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Future Stockholder Proposals,UNDEFINED,72
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Householding of Special Meeting Materials,UNDEFINED,72
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",WHERE YOU CAN FIND MORE INFORMATION,UNDEFINED,74
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",MISCELLANEOUS,UNDEFINED,77
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Annexes Annex A The Merger Agreement,UNDEFINED,A-1
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Annex B Opinion of Goldman Sachs & Co. LLC,UNDEFINED,B-1
"Intersect ENT, Inc._20210907_DEFM14A_19520364_4290965.Pdf",Annex C Section 262 of the General Corporate Law of Delaware,UNDEFINED,C-1
