Document,Section Header,Referenced Page Number,Zero Indexed Page Number,Classification,Section Text
"Sailpoint Technologies Holdings, Inc._20220531_DEFM14A_20138375_4470787.Pdf",Effects of the Merger; Directors and Officers; Certificate of Incorporation; Bylaws,83,91,UNDEFINED,UNDEFINED
"Sailpoint Technologies Holdings, Inc._20220531_DEFM14A_20138375_4470787.Pdf",Closing and Effective Time,84,92,UNDEFINED,UNDEFINED
"Sailpoint Technologies Holdings, Inc._20220531_DEFM14A_20138375_4470787.Pdf",Merger Consideration,84,92,UNDEFINED,UNDEFINED
"Sailpoint Technologies Holdings, Inc._20220531_DEFM14A_20138375_4470787.Pdf",Treatment of Convertible Securities,85,93,UNDEFINED,UNDEFINED
"Sailpoint Technologies Holdings, Inc._20220531_DEFM14A_20138375_4470787.Pdf",Exchange and Payment Procedures,86,94,UNDEFINED,UNDEFINED
"Sailpoint Technologies Holdings, Inc._20220531_DEFM14A_20138375_4470787.Pdf",Representations and Warranties,87,95,UNDEFINED,UNDEFINED
"Sailpoint Technologies Holdings, Inc._20220531_DEFM14A_20138375_4470787.Pdf",Conduct of Business Pending the Merger,90,98,UNDEFINED,UNDEFINED
"Sailpoint Technologies Holdings, Inc._20220531_DEFM14A_20138375_4470787.Pdf",The Go-Shop Period—Solicitation of Other Offers,92,100,UNDEFINED,UNDEFINED
"Sailpoint Technologies Holdings, Inc._20220531_DEFM14A_20138375_4470787.Pdf",The No-Shop Period—No Solicitation of Other Offers,94,102,UNDEFINED,UNDEFINED
"Sailpoint Technologies Holdings, Inc._20220531_DEFM14A_20138375_4470787.Pdf",The Board of Directors’ Recommendation; Change of Recommendation,96,104,UNDEFINED,UNDEFINED
"Sailpoint Technologies Holdings, Inc._20220531_DEFM14A_20138375_4470787.Pdf",Employee Benefits,99,107,UNDEFINED,UNDEFINED
"Sailpoint Technologies Holdings, Inc._20220531_DEFM14A_20138375_4470787.Pdf",Efforts to Close the Merger,99,107,UNDEFINED,UNDEFINED
"Sailpoint Technologies Holdings, Inc._20220531_DEFM14A_20138375_4470787.Pdf",Cooperation with Debt Financing,99,107,UNDEFINED,UNDEFINED
"Sailpoint Technologies Holdings, Inc._20220531_DEFM14A_20138375_4470787.Pdf",Indemnification and Insurance,101,109,UNDEFINED,UNDEFINED
"Sailpoint Technologies Holdings, Inc._20220531_DEFM14A_20138375_4470787.Pdf",Other Covenants,103,111,UNDEFINED,UNDEFINED
"Sailpoint Technologies Holdings, Inc._20220531_DEFM14A_20138375_4470787.Pdf",Conditions to the Closing of the Merger,103,111,UNDEFINED,UNDEFINED
"Sailpoint Technologies Holdings, Inc._20220531_DEFM14A_20138375_4470787.Pdf",Termination of the Merger Agreement,104,112,UNDEFINED,UNDEFINED
"Sailpoint Technologies Holdings, Inc._20220531_DEFM14A_20138375_4470787.Pdf",Termination Fee,106,114,UNDEFINED,UNDEFINED
"Sailpoint Technologies Holdings, Inc._20220531_DEFM14A_20138375_4470787.Pdf",Specific Performance,107,115,UNDEFINED,UNDEFINED
"Sailpoint Technologies Holdings, Inc._20220531_DEFM14A_20138375_4470787.Pdf",Limitations of Liability,108,116,UNDEFINED,UNDEFINED
"Sailpoint Technologies Holdings, Inc._20220531_DEFM14A_20138375_4470787.Pdf",Fees and Expenses,108,116,UNDEFINED,UNDEFINED
"Sailpoint Technologies Holdings, Inc._20220531_DEFM14A_20138375_4470787.Pdf",Amendment,108,116,UNDEFINED,UNDEFINED
"Sailpoint Technologies Holdings, Inc._20220531_DEFM14A_20138375_4470787.Pdf",Governing Law,108,116,UNDEFINED,UNDEFINED
"Sailpoint Technologies Holdings, Inc._20220531_DEFM14A_20138375_4470787.Pdf",PROPOSAL 2: THE SAILPOINT COMPENSATION PROPOSAL,110,118,UNDEFINED,UNDEFINED
"Sailpoint Technologies Holdings, Inc._20220531_DEFM14A_20138375_4470787.Pdf",PROPOSAL 3: ADJOURNMENT OF THE SPECIAL MEETING,111,119,UNDEFINED,UNDEFINED
"Sailpoint Technologies Holdings, Inc._20220531_DEFM14A_20138375_4470787.Pdf",SECURITY OWNERSHIP OF CERTAIN BENEFICIAL OWNERS AND MANAGEMENT,112,120,UNDEFINED,UNDEFINED
"Sailpoint Technologies Holdings, Inc._20220531_DEFM14A_20138375_4470787.Pdf",FUTURE STOCKHOLDER PROPOSALS,115,123,UNDEFINED,UNDEFINED
"Sailpoint Technologies Holdings, Inc._20220531_DEFM14A_20138375_4470787.Pdf",WHERE YOU CAN FIND MORE INFORMATION,116,124,UNDEFINED,UNDEFINED
"Sailpoint Technologies Holdings, Inc._20220531_DEFM14A_20138375_4470787.Pdf",MISCELLANEOUS,118,126,UNDEFINED,UNDEFINED
