Document,Section Header,Referenced Page Number,Zero Indexed Page Number,Classification,Section Text
STORE CAPITAL Corp_20221104_DEFM14A_20428387_4540170.Pdf,Financing,95,100,UNDEFINED,UNDEFINED
STORE CAPITAL Corp_20221104_DEFM14A_20428387_4540170.Pdf,Financing Cooperation,96,101,UNDEFINED,UNDEFINED
STORE CAPITAL Corp_20221104_DEFM14A_20428387_4540170.Pdf,Pre-Closing Transactions,98,103,UNDEFINED,UNDEFINED
STORE CAPITAL Corp_20221104_DEFM14A_20428387_4540170.Pdf,Certain Other Covenants,99,104,UNDEFINED,UNDEFINED
STORE CAPITAL Corp_20221104_DEFM14A_20428387_4540170.Pdf,Conditions to the Merger,99,104,UNDEFINED,UNDEFINED
STORE CAPITAL Corp_20221104_DEFM14A_20428387_4540170.Pdf,Termination of the Merger Agreement,100,105,UNDEFINED,UNDEFINED
STORE CAPITAL Corp_20221104_DEFM14A_20428387_4540170.Pdf,Termination Fees,102,107,UNDEFINED,UNDEFINED
STORE CAPITAL Corp_20221104_DEFM14A_20428387_4540170.Pdf,Specific Performance; Remedies,103,108,UNDEFINED,UNDEFINED
STORE CAPITAL Corp_20221104_DEFM14A_20428387_4540170.Pdf,Third Party Beneficiaries,104,109,UNDEFINED,UNDEFINED
STORE CAPITAL Corp_20221104_DEFM14A_20428387_4540170.Pdf,Amendment and Waiver,104,109,UNDEFINED,UNDEFINED
STORE CAPITAL Corp_20221104_DEFM14A_20428387_4540170.Pdf,Debt Financing Sources,104,109,UNDEFINED,UNDEFINED
STORE CAPITAL Corp_20221104_DEFM14A_20428387_4540170.Pdf,SECURITY OWNERSHIP OF CERTAIN BENEFICIAL OWNERS AND MANAGEMENT,105,110,UNDEFINED,UNDEFINED
STORE CAPITAL Corp_20221104_DEFM14A_20428387_4540170.Pdf,NO DISSENTERS’ RIGHTS OF APPRAISAL,107,112,UNDEFINED,UNDEFINED
STORE CAPITAL Corp_20221104_DEFM14A_20428387_4540170.Pdf,SUBMISSION OF STOCKHOLDER PROPOSALS,107,112,UNDEFINED,UNDEFINED
STORE CAPITAL Corp_20221104_DEFM14A_20428387_4540170.Pdf,STOCKHOLDERS SHARING THE SAME ADDRESS,107,112,UNDEFINED,UNDEFINED
STORE CAPITAL Corp_20221104_DEFM14A_20428387_4540170.Pdf,OTHER MATTERS,108,113,UNDEFINED,UNDEFINED
STORE CAPITAL Corp_20221104_DEFM14A_20428387_4540170.Pdf,WHERE YOU CAN FIND MORE INFORMATION,108,113,UNDEFINED,UNDEFINED
STORE CAPITAL Corp_20221104_DEFM14A_20428387_4540170.Pdf,"Agreement and Plan of Merger, dated as of September 15, 2022, by and among STORE Capital Corporation, Ivory REIT, LLC and Ivory Parent, LLC",A-1,115,UNDEFINED,UNDEFINED
STORE CAPITAL Corp_20221104_DEFM14A_20428387_4540170.Pdf,"Opinion of Evercore Group L.L.C., dated September 14, 2022",B-1,198,UNDEFINED,UNDEFINED
STORE CAPITAL Corp_20221104_DEFM14A_20428387_4540170.Pdf,"Opinion of Goldman Sachs & Co. LLC, dated September 15, 2022",C-1,201,UNDEFINED,UNDEFINED
