Document,Section Header,Section Text,Page Number
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,Recommendation of Monmouth’s Board of Directors,UNDEFINED,21
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,Record Date; Shares Entitled to Vote,UNDEFINED,21
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,Required Vote; Quorum,UNDEFINED,21
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,Abstentions and Broker Non-Votes,UNDEFINED,22
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,Voting,UNDEFINED,22
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,Revocation of Proxies or Voting Instructions,UNDEFINED,23
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,Adjournments and Postponements,UNDEFINED,24
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,Tabulation of Votes,UNDEFINED,24
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,Solicitation of Proxies; Payment of Solicitation Expenses,UNDEFINED,24
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,Other Information,UNDEFINED,24
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,THE MERGER,UNDEFINED,25
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,General Description of the Merger,UNDEFINED,25
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,Background of the Merger,UNDEFINED,25
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,Recommendation of Monmouth’s Board of Directors and Its Reasons for the Merger,UNDEFINED,32
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,Opinions of Monmouth’s Financial Advisors,UNDEFINED,35
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,Summary of Certain Monmouth Unaudited Prospective Financial Information,UNDEFINED,49
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,Financing,UNDEFINED,52
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,Interests of Monmouth’s Executive Officers and Directors in the Merger,UNDEFINED,53
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,Quantification of Payments and Benefits to Monmouth’s Executive Officers,UNDEFINED,56
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,Regulatory Matters,UNDEFINED,58
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,Voting Agreement,UNDEFINED,58
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,Material U.S. Federal Income Tax Consequences of the Merger,UNDEFINED,58
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,Dividends,UNDEFINED,61
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,Delisting and Deregistration of Monmouth Common Stock and Preferred Stock,UNDEFINED,61
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,Litigation Relating to the Merger,UNDEFINED,62
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,MARKET PRICE OF MONMOUTH COMMON STOCK,UNDEFINED,63
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,SECURITY OWNERSHIP OF CERTAIN BENEFICIAL OWNERS AND MANAGEMENT,UNDEFINED,64
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,THE MERGER AGREEMENT,UNDEFINED,67
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,Form and Timing of the Merger,UNDEFINED,67
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,Merger Consideration,UNDEFINED,67
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,Representations and Warranties,UNDEFINED,68
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,Covenants and Agreements,UNDEFINED,71
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,"Employees, Directors, and Officers",UNDEFINED,78
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,Nonsolicitation and Recommendation Withdrawal,UNDEFINED,79
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,Conditions to Completion of the Merger,UNDEFINED,81
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,Termination of the Merger Agreement,UNDEFINED,82
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,Governing Law,UNDEFINED,83
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,SHAREHOLDER PROPOSALS,UNDEFINED,84
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,HOUSEHOLDING OF PROXY MATERIALS,UNDEFINED,85
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,OTHER MATTERS,UNDEFINED,86
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,WHERE YOU CAN FIND MORE INFORMATION,UNDEFINED,87
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,LIST OF ANNEXES,UNDEFINED,None
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,Annex A: Merger Agreement,UNDEFINED,None
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,Annex B: Opinion of J.P. Morgan Securities LLC,UNDEFINED,None
MONMOUTH REAL ESTATE INVESTMENT CORP_20211221_DEFM14A_19731738_4356032.Pdf,"Annex C: Opinion of CSCA Capital Advisors, LLC",UNDEFINED,None
