Document,Section Header,Section Text,Page Number
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,Interests of Sanderson Farms’ Directors and Executive Officers in the Merger,UNDEFINED,48
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,Financing of the Merger,UNDEFINED,53
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,Closing and Effective Time,UNDEFINED,55
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,Litigation Related to the Merger,UNDEFINED,55
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,No Appraisal Rights,UNDEFINED,55
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,Accounting Treatment,UNDEFINED,56
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,Material U.S. Federal Income Tax Consequences of the Merger,UNDEFINED,56
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,Regulatory Approvals Required for the Merger,UNDEFINED,60
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,PROPOSAL 1: APPROVAL OF THE MERGER AGREEMENT,UNDEFINED,61
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,Structure of the Merger; Certificate of Incorporation; Bylaws; Directors and Officers,UNDEFINED,61
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,When the Merger Becomes Effective,UNDEFINED,61
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,Effect of the Merger on the Sanderson Farms Common Stock,UNDEFINED,62
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,Withholding Rights,UNDEFINED,62
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,Treatment of Company Equity Awards,UNDEFINED,62
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,Payment for Common Stock in the Merger,UNDEFINED,63
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,Representations and Warranties,UNDEFINED,63
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,Conduct of Business Pending the Merger,UNDEFINED,66
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,Access,UNDEFINED,68
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,Alternative Proposals; No Solicitation,UNDEFINED,68
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,The Board of Directors’ Recommendation; Change of Recommendation; Superior Proposal Termination Right,UNDEFINED,71
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,Company Meeting,UNDEFINED,73
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,Financing Cooperation,UNDEFINED,73
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,Employee Matters,UNDEFINED,76
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,Efforts to Complete the Merger,UNDEFINED,77
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,Indemnification and Insurance,UNDEFINED,77
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,Coordination on Stockholder Litigation,UNDEFINED,78
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,Other Covenants and Agreements,UNDEFINED,79
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,Conditions to the Closing of the Merger,UNDEFINED,79
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,Termination,UNDEFINED,80
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,Company Termination Fee,UNDEFINED,81
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,Parent Termination Fee,UNDEFINED,82
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,Limitation on Remedies,UNDEFINED,83
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,Amendment and Modification,UNDEFINED,84
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,Specific Enforcement,UNDEFINED,84
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,Governing Law,UNDEFINED,85
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,Vote Required and Board of Directors Recommendation,UNDEFINED,85
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,PROPOSAL 2: THE SANDERSON FARMS COMPENSATION PROPOSAL,UNDEFINED,86
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,Vote Required and Board of Directors Recommendation,UNDEFINED,86
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,PROPOSAL 3: ADJOURNMENT OF THE SPECIAL MEETING,UNDEFINED,87
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,Vote Required and Board of Directors Recommendation,UNDEFINED,87
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,SECURITY OWNERSHIP OF CERTAIN BENEFICIAL OWNERS AND MANAGEMENT,UNDEFINED,88
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,Delinquent Section 16(a) Reports,UNDEFINED,89
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,FUTURE STOCKHOLDER PROPOSALS,UNDEFINED,90
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,WHERE YOU CAN FIND MORE INFORMATION,UNDEFINED,91
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,MISCELLANEOUS,UNDEFINED,93
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,ANNEX A — AGREEMENT AND PLAN OF MERGER,UNDEFINED,A-1
SANDERSON FARMS INC_20210913_DEFM14A_19528141_4293580.Pdf,ANNEX B — OPINION OF CENTERVIEW PARTNERS LLC,UNDEFINED,B-1
